x	y	RindeSoja	Elevacion	CEa30	CEa90	RindeMaiz	NDVI_1	NDVI_2	NDVI_3
509691.469	6290304.516	1.97276	140.041	43.1502	38.2668	1.6474	0.255814	0.410893	0.111111
509711.469	6290304.516	1.95902	139.807	42.8594	38.4143	1.72129	0.255814	0.410893	0.120773
509731.469	6290304.516	2.2482	139.316	45.1415	40.2297	1.64985	0.277108	0.414593	0.133333
509751.469	6290304.516	2.67341	138.743	48.4619	43.2482	1.34468	0.309524	0.426259	0.125
509771.469	6290304.516	3.00422	138.203	49.2671	43.3138	1.46994	0.309524	0.426259	0.134615
509791.469	6290304.516	3.60549	137.728	50.5835	44.4654	1.82075	0.341176	0.430441	0.129187
509811.469	6290304.516	4.41109	137.342	54.0686	49.8074	2.04303	0.377778	0.419917	0.135922
509831.469	6290304.516	4.61867	137.073	56.5139	51.0979	2.40503	0.377778	0.419917	0.127451
509851.469	6290304.516	4.22761	136.869	58.2593	50.9677	2.85401	0.48	0.278667	0.138614
509491.469	6290284.516	1.38395	139.009	49.0112	44.5901	1.23347	0.417476	0.370881	0.156398
509511.469	6290284.516	1.28866	139.228	48.5846	43.6912	0.985291	0.382979	0.378267	0.134615
509531.469	6290284.516	1.47643	139.346	49.0319	43.5663	0.97572	0.382979	0.378267	0.130435
509551.469	6290284.516	1.72266	139.472	49.6609	43.5087	0.930669	0.325843	0.402219	0.135922
509571.469	6290284.516	1.75816	139.409	49.2762	43.0322	0.916351	0.294118	0.436927	0.117647
509591.469	6290284.516	1.58768	139.278	49.8895	42.6078	0.949296	0.294118	0.436927	0.127451
509611.469	6290284.516	1.74885	139.287	50.0131	43.0668	0.924686	0.247059	0.423815	0.127451
509631.469	6290284.516	1.92235	139.442	48.1636	41.2553	0.934754	0.241379	0.412115	0.133005
509651.469	6290284.516	1.98883	139.843	46.086	40.2564	0.924207	0.241379	0.412115	0.133005
509671.469	6290284.516	1.4916	140.043	44.2955	38.8083	1.04136	0.227273	0.413724	0.121951
509691.469	6290284.516	2.23365	140.078	43.633	38.018	1.19889	0.255814	0.410893	0.121951
509711.469	6290284.516	2.05273	139.763	43.2738	38.2179	1.06653	0.255814	0.410893	0.125
509731.469	6290284.516	2.40811	139.214	45.6257	40.6417	1.13125	0.277108	0.414593	0.133333
509751.469	6290284.516	2.9566	138.637	48.7344	42.9652	1.18278	0.309524	0.426259	0.137441
509771.469	6290284.516	3.10536	138.135	48.9671	43.5285	1.24352	0.309524	0.426259	0.134615
509791.469	6290284.516	3.5726	137.7	51.0525	45.7288	1.64536	0.341176	0.430441	0.133333
509811.469	6290284.516	4.40145	137.378	53.3635	49.7476	1.72589	0.377778	0.419917	0.129187
509831.469	6290284.516	4.34997	137.161	54.0126	50.0007	1.482	0.377778	0.419917	0.131707
509851.469	6290284.516	4.31276	136.992	56.2469	49.8092	2.11118	0.48	0.278667	0.131707
509591.469	6290264.516	1.20003	139.658	47.035	42.092	1.05295	0.371429	0.31655	0.135922
509611.469	6290264.516	1.3404	139.703	47.6553	42.4187	1.03042	0.352941	0.323439	0.135922
509631.469	6290264.516	1.45394	139.81	48.6662	40.6671	1.26349	0.353535	0.339609	0.131707
509651.469	6290264.516	1.60075	140.096	46.8604	39.6569	1.70809	0.353535	0.339609	0.131707
509671.469	6290264.516	1.58292	140.218	44.864	38.7351	1.61904	0.319588	0.390275	0.120773
509691.469	6290264.516	2.0527	140.011	43.9918	37.862	1.59661	0.305263	0.408648	0.121951
509711.469	6290264.516	2.15738	139.605	43.7395	39.1031	1.43865	0.305263	0.408648	0.12381
509731.469	6290264.516	2.06714	138.991	46.6425	41.5151	1.13155	0.348315	0.430396	0.133333
509751.469	6290264.516	2.73281	138.434	49.4909	44.0449	1.09454	0.372093	0.445144	0.12381
509771.469	6290264.516	3.0286	137.991	51.2632	45.2206	1.27197	0.372093	0.445144	0.129187
509791.469	6290264.516	3.64896	137.636	52.6821	47.872	2.00193	0.386364	0.46504	0.138756
509811.469	6290264.516	4.30842	137.37	55.1368	50.6233	1.98585	0.419355	0.416203	0.129187
509831.469	6290264.516	3.76969	137.199	55.492	49.9248	1.61202	0.419355	0.416203	0.130435
509851.469	6290264.516	3.26236	137.085	58.3425	50.1946	1.96722	0.495146	0.265977	0.135922
509671.469	6290244.516	1.22978	140.323	47.4216	38.6356	1.1165	0.320755	0.31037	0.127962
509691.469	6290244.516	1.7803	139.909	46.4099	38.2063	1.46759	0.339623	0.329758	0.115385
509711.469	6290244.516	1.40808	139.344	47.0123	40.1745	1.65294	0.339623	0.329758	0.125
509731.469	6290244.516	1.87448	138.686	49.1979	43.0266	1.44903	0.384615	0.354941	0.134615
509751.469	6290244.516	2.87386	138.198	52.878	46.1534	1.3823	0.393939	0.378765	0.125
509771.469	6290244.516	3.4513	137.807	54.1856	47.764	1.66062	0.393939	0.378765	0.130435
509791.469	6290244.516	3.75545	137.521	54.8876	49.6142	1.64756	0.395833	0.390861	0.145631
509811.469	6290244.516	4.22554	137.29	56.5265	51.3899	1.74896	0.46	0.366218	0.131707
509831.469	6290244.516	3.80777	137.155	57.5529	51.475	1.69278	0.46	0.366218	0.131707
509851.469	6290244.516	2.80266	137.04	59.6582	51.2182	2.33189	0.535714	0.288117	0.130435
509751.469	6290224.516	2.06304	138.034	55.5205	48.4139	2.06447	0.393939	0.378765	0.138756
509771.469	6290224.516	2.36868	137.666	57.1915	49.8757	1.95896	0.393939	0.378765	0.145631
509791.469	6290224.516	3.28424	137.434	56.5295	50.3945	1.77766	0.395833	0.390861	0.141463
509811.469	6290224.516	3.45607	137.259	56.9284	51.8131	1.76012	0.46	0.366218	0.133005
509831.469	6290224.516	4.00026	137.071	59.6763	52.1802	1.76862	0.46	0.366218	0.133005
509851.469	6290224.516	2.36756	136.948	60.6035	52.0316	2.27918	0.535714	0.288117	0.131707
