"VUT" "x" "y" "d_bpriv" "d_centro" "d_educ" "d_espverd" "d_ffcc" "d_supcom" "d_indust" "d_ruta" "d_viasprin" "d_viassec" "d_depre" "d_front" "g_comercio" "g_por_bald" "g_porc_edi"
"124" 2068 4585000.57299999 6524081.808 918.186749999999 1164.99504 224.222769999999 402.06362 1295.65576 930.67316 1845.95066999999 1560.24912999999 782.5582 145.85853 1584.66356999999 3993.24796999999 0 0.32685 0.37099
"125" 3397 4585972.5 6522703.07 2192.02766 226.842989999999 276.091949999999 410.480119999999 543.23873 1716.24701 1649.24261999999 2791.93042999999 204.36435 180.40484 1193.80387999999 2673.88342 3 0.03458 0.57827
"126" 1997 4585116.16399999 6523993.55399999 1049.7082 1019.76192 230.751669999999 460.247909999999 1337.8195 956.43073 1808.52209999999 1690.58427 718.970329999999 81.78063 1551.08284 3857.34717 2 0.33593 0.38269
"127" 3489 4586466.195 6521865.847 3023.90691 954.273869999999 175.947069999999 136.720179999999 180.964699999999 2482.77271 2158.57333 3441.07486999999 715.505869999999 76.94383 1716.05253999999 1968.39032999999 9 0.03568 0.442
"128" 3615 4587230.661 6522041.94799999 3609.42533 635.30857 234.56691 148.92389 139.6182 3109.93416999999 2885.66235999999 4155.93566 533.375859999999 91.34102 2426.99816 1279.63742 2 0.06844 0.53873
"129" 1206 4587250.33899999 6525926.46899999 479.61408 2812.3523 1824.82075 798.773559999999 1468.6527 3834.02214999999 4597.44132999999 3441.86373999999 1474.68254 472.55727 4303.85912 2469.44693999999 0 0.70389 0.04616
"131" 1076 4584351.308 6525361.82 187.08811 2548.83568 1353.81378999999 502.17509 1257.42118 1923.36093 2953.19473999999 691.443489999999 1909.35553 603.4977 2755.91908 4974.29334999999 0 0.67676 0.04763
"132" 1836 4587363.842 6524733.439 1234.38148 1664.88359999999 1095.49525999999 351.549089999999 701.75045 3281.85012999999 3833.38349999999 3767.85478999999 327.65266 68.69319 3467.66854999999 1908.05796 0 0.38661 0.28332
"133" 1836 4587407.62899999 6524722.91999999 1232.26844 1663.17291 1132.99674 395.49844 725.04393 3317.72704999999 3861.29968999999 3812.81845999999 325.754759999999 75.3895399999999 3492.74717 1863.10788 0 0.40207 0.27343
"134" 1049 4584376.285 6525359.08 187.492109999999 2531.62941 1347.42149999999 488.619889999999 1235.75096 1923.92140999999 2955.32754 716.506579999999 1911.54716 578.473899999999 2752.65754999999 4949.57995 0 0.68242 0.04759
"135" 1881 4585256.52599999 6523940.632 1198.04569999999 880.18353 343.72518 482.062729999999 1345.16077999999 1042.12142999999 1825.14365999999 1838.4773 694.81028 57.1735499999999 1573.72973999999 3707.73291999999 5 0.2218 0.46932
"136" 966 4586459.66399999 6525329.87299999 1397.27462999999 2072.02358 991.922519999999 703.25805 489.261189999999 2846.97152999999 3644.43172 2771.23545 736.593179999999 506.978779999999 3380.45249 2946.93697999999 0 0.61455 0.05524
"137" 898 4586697.40699999 6525206.05599999 1250.82426 1997.33638999999 932.262659999999 506.397269999999 568.107539999999 2949.00052999999 3689.64478999999 3027.35451 661.61863 406.585809999999 3397.53393 2683.40927 0 0.49158 0.16097
"138" 2638 4584793.802 6523558.098 825.78474 1120.46049999999 251.700749999999 186.246409999999 821.014969999999 457.16786 1283.10431999999 1458.43147999999 228.00709 183.85594 1021.61356999999 4046.98082999999 0 0.31393 0.34105
"139" 4864 4587284.57899999 6522665.286 3272.75871 13.15647 42.1410699999999 180.99707 761.55205 3009.39123 2940.04133 4080.66100999999 123.27566 298.37191 2476.21315 1405.74278 12 0.06012 0.92864
"140" 1238 4586747.08999999 6525168.075 1232.69812999999 1969.85776 918.263329999999 454.68139 576.552649999999 2965.71369999999 3692.22791999999 3083.05272999999 634.16669 373.1745 3393.77329 2624.80465999999 0 0.60542 0.14023
"141" 4264 4585543.63499999 6522808.36 1756.47033 309.635339999999 223.098909999999 217.32282 556.80888 1274.81169999999 1267.89064 2350.71552999999 236.763479999999 199.86009 840.73661 3114.95375999999 0 0.0818 0.62204
"142" 670 4585380.086 6529204.55499999 1756.32413999999 5896.12805 750.548829999999 363.435909999999 1258.84799999999 5888.12492 6922.24423999999 1934.09653 4674.11816999999 336.115009999999 6667.05572 6083.65211999999 0 0.81426 0.02789
"143" 778 4586066.75899999 6525446.83999999 1065.92557 2123.5165 1088.89690999999 597.81213 296.92612 2660.25777999999 3535.28823999999 2363.70958999999 854.277259999999 337.749639999999 3282.2552 3356.87321 0 0.72727 0.00122
"144" 1045 4584929.791 6526420.81699999 0 3236.25896999999 2200.97911999999 461.5126 296.31213 3070.06824 4103.93976999999 1070.25984999999 2220.35386 240.419579999999 3847.76389999999 4755.68116 0 0.32643 0.07264
"145" 945 4584985.614 6526257.88499999 0 3064.10336 2029.21493 299.00484 312.032879999999 2921.6532 3954.84772 1154.44618999999 2054.50685999999 155.169139999999 3694.43649999999 4642.20452 0 0.30083 0.12737
"146" 895 4584809.199 6526147.614 0 3017.59576999999 2008.27422999999 302.93141 518.12156 2778.56316 3812.59785999999 1000.71249 2076.48669999999 307.904299999999 3562.00009 4768.84462999999 0 0.30138 0.12421
"147" 965 4586425.80499999 6525183.93599999 1468.72539 1922.27916 843.108269999999 598.033509999999 361.25839 2724.59369999999 3506.06673 2764.14582 586.887029999999 366.995749999999 3236.58469999999 2936.73217 0 0.30364 0.25484
"148" 1000 4588931.882 6524528.824 1144.48719 2009.58446 128.9487 553.763069999999 1673.60927999999 4704.84115 5063.16946 5347.14166 447.438829999999 458.532629999999 4638.66502 348.5643 0 0.29607 0.21029
"149" 1468 4584829.625 6524640.597 691.812369999999 1686.01626 671.21838 353.8326 1172.54456 1322.22184999999 2337.92932 1291.54967 1290.80157 7.40124 2074.3777 4316.0765 0 0.58944 0.21097
"150" 773 4587563.04899999 6526224.43499999 227.740479999999 3165.95571 2105.80078999999 755.854839999999 1900.32912 4265.60405999999 5026.04331 3695.9549 1829.08675999999 223.92533 4727.07114999999 2411.77547 0 0.42111 0.07867
"151" 4667 4587346.01699999 6522357.44199999 3563.50187999999 303.583419999999 134.17015 379.77564 471.04878 3132.24848999999 2984.53623999999 4206.66381 413.15906 111.05279 2520.06163999999 1258.87143999999 9 0.0474 0.68156
"152" 667 4587289.78799999 6526129.234 475.34757 3018.91552 2021.31997999999 871.5728 1641.15769 3999.17605999999 4780.94318 3444.24321 1681.24901999999 473.2008 4494.35707 2556.27095 0 0.73333 0.01202
"153" 735 4587346.212 6526287.178 452.871919999999 3184.86812999999 2187.38398 938.352999999999 1793.58610999999 4148.84001999999 4940.62922999999 3471.37384 1847.09441999999 448.8575 4657.55217999999 2613.85669 0 0.66667 0.00302
"154" 762 4587633.831 6526146.666 142.381859999999 3103.61018999999 2001.31810999999 652.289009999999 1895.35695 4268.55177999999 5012.26158 3779.55652 1766.42074 139.262779999999 4705.76976 2306.87514999999 0 0.45 0.09837
"155" 1008 4584372.519 6525271.786 274.756869999999 2464.55807999999 1261.59051999999 562.27326 1274.90019 1836.95973 2868.94929 728.484829999999 1825.20005999999 564.82614 2665.44288999999 4928.83363 0 0.72939 0.04569
"156" 538 4585565.699 6529621.54399999 2180.51065 6299.34331 340.12668 139.597829999999 1602.70337999999 6333.35337999999 7367.21983 2372.50135 5056.76241 292.876149999999 7107.47889 6295.95545 0 0.75475 0.04349
"157" 7768 4586329.281 6523195.78299999 2403.09724999999 0 172.412479999999 194.70014 1096.86352 1976.51621 2141.85055999999 3035.04874999999 59.4156699999999 40.9354799999999 1714.98366 2470.80952999999 21 0.03646 0.80578
"158" 1979 4583824.45399999 6522330.978 1209.07527 2084.81437 1207.06709 248.653919999999 664.65556 833.683369999999 0 759.239379999999 1166.01456 210.68056 531.074569999999 4634.02355999999 0 0.25562 0.19253
"159" 946 4585566.45 6529526.052 2085.41352 6203.94178 391.478949999999 120.16724 1563.19962 6239.85088999999 7273.6691 2299.06399999999 4962.0267 230.42031 7013.3725 6218.93303 0 0.77391 0.04009
"160" 2273 4587744.30999999 6523717.24 2153.00077999999 743.254329999999 629.51322 524.062419999999 260.15174 3395.18816999999 3648.66748 4324.69808 593.583669999999 50.69408 3214.12771999999 1259.13553999999 3 0.10225 0.45654
"161" 1551 4587549.297 6521174.463 4308.74758 1446.18831 56.21969 531.29564 652.332049999999 3766.18562 3356.09533999999 4637.31876 1436.11412999999 547.66538 2974.33039 734.215959999999 0 0.37317 0.19253
"162" 90 4585186.15299999 6524694.55599999 819.520409999999 1535.31913 672.883199999999 191.60193 860.78078 1531.03833 2485.34448 1632.58304999999 952.586279999999 346.41667 2223.43470999999 3989.43154999999 0 0.40367 0.28147
"163" 1408 4586354.882 6523145.82699999 2438.60125999999 0 221.290089999999 154.23472 1052.96877999999 2007.7686 2146.37572 3069.87195999999 15.39696 5.62105 1714.30028999999 2432.60644 20 0.03776 0.90816
"164" 536 4585666.32199999 6522343.94699999 2093.44291 638.259639999999 259.511369999999 265.634059999999 124.640469999999 1551.62528999999 1304.84661 2562.76722 23.5043599999999 83.7642599999999 840.749699999999 2867.60937999999 23 0.1154 0.57968
"165" 850 4586600.77199999 6523210.79499999 2665.41055999999 21.98382 110.454049999999 219.18986 907.9188 2245.35282999999 2399.02548999999 3298.4441 126.99597 221.93179 1963.70632 2213.57396999999 35 0.05073 0.94313
"166" 136 4585028.375 6525743.71499999 0 2562.66721 1548.78277 196.02877 483.370029999999 2433.07569 3458.60264999999 1288.88438999999 1630.76831999999 11.14541 3195.11414999999 4436.69441999999 0 0.36881 0.13995
"167" 1032 4587568 6521171 4326.29929999999 1449.31204 44.26413 515.972459999999 652.037329999999 3784.08977999999 3375.10109999999 4656.33823 1447.92964 547.328769999999 2992.85039 715.2957 0 0.37213 0.19229
"168" 1168 4587884 6521462 4341.47217999999 1196.21246999999 385.67712 154.85011 304.41081 3932.49852 3627.65542999999 4910.18382 1186.06066 200.52913 3190.07826999999 494.246129999999 1 0.36989 0.2206
"169" 1087 4587349 6525448 600.48368 2362.59751 1495.08081999999 623.32911 1200.72962 3618.47748 4303.80349999999 3624.87924 1025.47336999999 279.869079999999 3979.61027 2149.42731999999 0 0.66063 0.08904
"170" 1172 4587711 6522737 3121.94468999999 101.26648 331.289069999999 116.422229999999 459.94348 3412.97317 3371.79113999999 4479.95341 30.45917 106.55414 2908.21216999999 1016.42957999999 3 0.0357 0.71549
"171" 1006 4587888 6521253 4545.97091 1400.40974 295.28813 204.984139999999 508.51335 4026.19873 3671.90207 4954.47522 1368.03295 404.744269999999 3259.51922999999 431.41273 1 0.41947 0.17167
"172" 1575 4585680 6522537 2001.88399 448.116129999999 115.6491 286.2705 316.72241 1483.58831 1331.70279 2538.02106999999 49.32397 40.1155199999999 870.11273 2906.84934 14 0.11219 0.59597
"173" 1456 4585539 6523790 1505.81854999999 578.76224 344.30047 558.856679999999 1251.80376 1237.33654 1860.13046 2144.54539 429.584929999999 35.6229099999999 1588.61278999999 3394.08717999999 4 0.16525 0.53339
"174" 1243 4584530 6523058 754.9496 1283.59768 515.13504 322.147299999999 325.61407 231.81125 727.76205 1307.73613999999 315.02417 22.0323199999999 464.102489999999 4157.66629 1 0.26469 0.29979
"175" 1845 4585033 6524357 893.21685 1337.79476999999 497.378969999999 151.244619999999 1203.32540999999 1165.21964 2116.34409999999 1542.56563 1035.79178 21.61448 1854.00351999999 4040.41825999999 0 0.3952 0.30995
"176" 1344 4584743 6523962 691.448719999999 1310.20056999999 124.03959 572.918879999999 1017.45348999999 675.38782 1656.51554 1330.34349999999 613.35942 21.76995 1392.85336 4206.12227999999 5 0.45261 0.29178
"177" 995 4587433 6525489 516.987849999999 2419.30371999999 1582.41477 534.84292 1289.17474999999 3710.97353 4391.74201999999 3700.14665 1082.37733 205.931309999999 4064.75894 2091.26191 0 0.62938 0.09762
"178" 1429 4588433 6522088 3625.83525 1001.26836 91.2028399999999 535.26538 408.549629999999 4252.06355999999 4079.93229 5325.45810999999 372.209229999999 61.80581 3618.04840999999 140.220329999999 6 0.12246 0.45291
